0 Link,Game ID,Region,Patch,Player,Champ,Team,Start,End,Smites N,Camps N,Camps O,Skill O,P Start,P End,P Total,C1 Name,C1 Color,C1 Start,C1 End,C1 Total,C1 Smite,M1 Start,M1 End,M1 Total,C2 Name,C2 Color,C2 Start,C2 End,C2 Total,C2 Smite,M2 Start,M2 End,M2 Total,C3 Name,C3 Color,C3 Start,C3 End,C3 Total,C3 Smite,M3 Start,M3 End,M3 Total,C4 Name,C4 Color,C4 Start,C4 End,C4 Total,C4 Smite,M4 Start,M4 End,M4 Total,C5 Name,C5 Color,C5 Start,C5 End,C5 Total,C5 Smite,M5 Start,M5 End,M5 Total,C6 Name,C6 Color,C6 Start,C6 End,C6 Total,C6 Smite
https://www.youtube.com/watch?v=PCGglBhEibw,,,12.23,Zen'Kih,Olaf,Blue,Blue Top,Blue Bot,1,6,B > G > W > C > R > K,,1:30.00,3:05.00,1:35.00,Blue,Blue,1:30.00,1:46.00,0:16.00,TRUE,1:46.00,1:47.00,0:01.00,Gromp,Blue,1:47.00,2:02.00,0:15.00,FALSE,2:02.00,2:05.00,0:03.00,Wolves,Blue,2:05.00,2:17.00,0:12.00,FALSE,2:17.00,2:26.00,0:08.00,Raptors,Blue,2:26.00,2:34.00,0:08.00,FALSE,2:34.00,2:36.00,0:02.00,Red,Blue,2:36.00,2:49.00,0:13.00,FALSE,2:49.00,2:54.00,0:05.00,Krugs,Blue,2:54.00,3:05.00,0:11.00,FALSE
